iter	Logloss
240	0.3778374563
241	0.3777090401
242	0.3775824679
243	0.3774111644
244	0.3773772716
245	0.377275144
246	0.3771666093
247	0.3770425635
248	0.3769118841
249	0.3768122443
250	0.376675837
251	0.3765603264
252	0.3764072295
253	0.376231866
254	0.3760951417
255	0.376089327
256	0.3758968336
257	0.3758580104
258	0.3757161042
259	0.3756282657
260	0.3755599773
261	0.3754845839
262	0.3753529156
263	0.3752212944
264	0.3751136806
265	0.3750062451
266	0.3749048328
267	0.374833788
268	0.3747875801
269	0.3747162403
270	0.374589883
271	0.3743437451
272	0.3742331041
273	0.3740762723
274	0.3739601603
275	0.3738776481
276	0.3737482162
277	0.3736691887
278	0.3735928284
279	0.3734261119
280	0.373330525
281	0.3732353608
282	0.3731074117
283	0.3730934082
284	0.3729055139
285	0.3727356798
286	0.3726272137
287	0.3724684619
288	0.3723821872
289	0.3722602969
290	0.3721025374
291	0.3719793484
292	0.3718844628
293	0.3717800087
294	0.3717115827
295	0.371621815
296	0.3714672946
297	0.371289093
298	0.3711684315
299	0.3709762357
300	0.3707966454
301	0.3706642423
302	0.3706026395
303	0.3705391135
304	0.3703639894
305	0.3702869144
306	0.3701791557
307	0.3700730884
308	0.3699911527
309	0.3699599484
310	0.3698398657
311	0.3696006799
312	0.3694218454
313	0.3692827221
314	0.3692554784
315	0.3690870971
316	0.3690290366
317	0.3689469019
318	0.3688656708
319	0.3686918398
320	0.3685396355
321	0.3683580323
322	0.3681234622
323	0.3679478273
324	0.3678106771
325	0.3677409336
326	0.3677228742
327	0.3676349878
328	0.3674867626
329	0.3673033249
330	0.3671747454
331	0.367020733
332	0.3669573659
333	0.3668743616
334	0.3667646857
335	0.3666706238
336	0.3665369566
337	0.3664258883
338	0.3663481727
339	0.3662528445
340	0.3661532478
341	0.3660659346
342	0.3658642617
343	0.365688363
344	0.3655767454
345	0.3654928817
346	0.3653893506
347	0.3653018921
348	0.365120686
349	0.3649489761
350	0.3648103116
351	0.364653944
352	0.3645750526
353	0.3644348117
354	0.3642682273
355	0.3641918429
356	0.364059396
357	0.3639288956
358	0.3638232903
359	0.3636240732
360	0.3635334503
361	0.3633762633
362	0.3633119786
363	0.363187437
364	0.3631758828
365	0.3630030001
366	0.3627945736
367	0.3626962715
368	0.3625520248
369	0.362473356
370	0.3623858359
371	0.3622608915
372	0.3621008483
373	0.3620168624
374	0.3618665176
375	0.361771297
376	0.361602699
377	0.3615482269
378	0.361520648
379	0.3613589293
380	0.3613005767
381	0.3612093283
382	0.3610842516
383	0.3609389813
384	0.3608838807
385	0.3607647293
386	0.3606502791
387	0.3604969704
388	0.3604113556
389	0.3602994804
390	0.3601384144
391	0.359959671
392	0.3599043566
393	0.359781468
394	0.3597187541
395	0.3596097958
396	0.3594669131
397	0.3593872618
398	0.3593126379
399	0.3591698224
400	0.3590643419
401	0.3588976824
402	0.3587770654
403	0.358666247
404	0.3585976296
405	0.3585077391
406	0.3583791434
407	0.3582670533
408	0.3580645858
409	0.3579113254
410	0.3578297395
411	0.357749327
412	0.3576229382
413	0.3574711416
414	0.3572758707
415	0.3571069421
416	0.3569246521
417	0.3568350633
418	0.3566055627
419	0.3564996563
420	0.3563891332
421	0.3561832797
422	0.3560237468
423	0.3559026816
424	0.3558332369
425	0.3556990656
426	0.3555750891
427	0.3554224514
428	0.3553001461
429	0.3551916871
430	0.3550737525
431	0.3549542312
432	0.3548313298
433	0.3546849778
434	0.3546238365
435	0.3544302811
436	0.3543095007
437	0.3541820645
438	0.3540467048
439	0.3539168331
440	0.3537401658
441	0.3535739869
442	0.3534200879
443	0.3533053898
444	0.3532200426
445	0.3530660152
446	0.3529237189
447	0.3528409389
448	0.3526611909
449	0.3525617817
450	0.3524903998
451	0.3523775856
452	0.3522632631
453	0.3521583337
454	0.3520986011
455	0.3519772233
456	0.3518615401
457	0.3517714588
458	0.3516721522
459	0.3516047052
460	0.3514462875
461	0.3513041226
462	0.3511788381
463	0.3510852268
464	0.3509480086
465	0.3507972637
466	0.3507121297
467	0.35067296
468	0.3505905784
469	0.3505009887
470	0.3503755857
471	0.3502231993
472	0.3501575661
473	0.3500550297
474	0.3498844525
475	0.3497962689
476	0.3496867098
477	0.3495638875
478	0.3494477554
479	0.3493947777
480	0.3493254642
481	0.3491816851
482	0.3491117441
483	0.3489693577
484	0.3488561435
485	0.3487801581
486	0.3486576277
487	0.3485503081
488	0.3484911685
489	0.3483867661
490	0.348272789
491	0.3481370774
492	0.3480661424
493	0.3479914104
494	0.3478522728
495	0.347740611
496	0.3476620357
497	0.347573426
498	0.34748856
499	0.3473951173
500	0.3473152876
501	0.3471902327
502	0.3471034767
503	0.3469455993
504	0.3468406337
505	0.3467823951
506	0.34664465
507	0.346554591
508	0.3464457359
509	0.3463163941
510	0.34619567
511	0.3461380621
512	0.3460353379
513	0.3458998775
514	0.3457874609
515	0.3457131079
516	0.3456009496
517	0.3455247149
518	0.3454055149
519	0.3452590939
520	0.3451831588
521	0.3450336134
522	0.3449263846
523	0.3448411011
524	0.3447190287
525	0.3446219845
526	0.3445027547
527	0.3443891732
528	0.3443319072
529	0.3441879606
530	0.344045908
531	0.3439390857
532	0.3438740218
533	0.3437636971
534	0.3436373214
535	0.3434748803
536	0.3433748038
537	0.343231242
538	0.3431126193
539	0.3430072895
540	0.3429489152
541	0.3427956702
542	0.3426723657
543	0.3425474471
544	0.3424537326
545	0.3423413498
546	0.3422013485
547	0.3421070631
548	0.3420435636
549	0.3419513631
550	0.3418258164
551	0.3417850525
552	0.3416515736
553	0.3415366832
554	0.3414068411
555	0.3412431492
556	0.341163728
557	0.341032477
558	0.3409150466
559	0.3408093592
560	0.3406668331
561	0.3405716452
562	0.3404775167
563	0.3404343131
564	0.3403585306
565	0.3402670556
566	0.3401970577
567	0.3400868236
568	0.3399391797
569	0.3398912375
570	0.3398258951
571	0.3397288546
572	0.3395782317
573	0.3394900853
574	0.3393640811
575	0.3392257776
576	0.3390836038
577	0.3389669071
578	0.3389173049
579	0.3388720323
580	0.3387942544
581	0.3387320428
582	0.3385504963
583	0.3384523769
584	0.338322059
585	0.3382177286
586	0.3380751689
587	0.3380038085
588	0.3378999165
589	0.3377974821
590	0.3377261781
591	0.3376099944
592	0.3375102324
593	0.3373374942
594	0.3372578604
595	0.3371554938
596	0.3370591916
597	0.3369764934
598	0.3368978448
599	0.3368291351
600	0.3366945578
601	0.3365835889
602	0.336416075
603	0.336324696
604	0.3362315493
605	0.3361359409
606	0.3360559249
607	0.3359271202
608	0.3358394768
609	0.335676557
610	0.3356340592
611	0.3355158638
612	0.3354372984
613	0.3352825596
614	0.335142054
615	0.3350147856
616	0.3349137494
617	0.3347808076
618	0.3347328119
619	0.3346243152
620	0.3345206771
621	0.3343969811
622	0.3342272905
623	0.3341766071
624	0.3340551695
625	0.3339485911
626	0.3338320711
627	0.3337230688
628	0.3336631843
629	0.3335801566
630	0.3334619027
631	0.3333364995
632	0.3332568854
633	0.3331949258
634	0.3330586205
635	0.3329446254
636	0.332807406
637	0.3327270764
638	0.3326685197
639	0.3325446903
640	0.3325141852
641	0.3324072877
642	0.3322853048
643	0.3321701461
644	0.3320595951
645	0.3319891201
646	0.331918488
647	0.3318029333
648	0.3317460471
649	0.3316654871
650	0.3315050953
651	0.3314450651
652	0.3313165586
653	0.3312742661
654	0.3311867286
655	0.3311082825
656	0.3309985625
657	0.3308915088
658	0.3307889286
659	0.3307455968
660	0.3306467036
661	0.3305480954
662	0.3304656792
663	0.3303903873
664	0.3303009709
665	0.3301768741
666	0.3301108127
667	0.3300484749
668	0.3298972648
669	0.3298134229
670	0.3297158145
671	0.3296049968
672	0.3295474182
673	0.3294459827
674	0.3292654484
675	0.3291704107
676	0.329056782
677	0.3289288751
678	0.3287983078
679	0.3286519789
680	0.3285397453
681	0.3283859093
682	0.3282889499
683	0.3281652864
684	0.3281344986
685	0.327995674
686	0.327869558
687	0.3277531604
688	0.3276358143
689	0.3275939064
690	0.3275274427
691	0.3274791236
692	0.3273892802
693	0.3272422889
694	0.3271629621
695	0.3270524682
696	0.3269571893
697	0.3268464644
698	0.326702746
699	0.326552103
700	0.3264954595
701	0.3263531148
702	0.3262739848
703	0.3262208995
704	0.3261183648
705	0.3260273694
706	0.3259196824
707	0.3257723372
708	0.3256540932
709	0.3255899147
710	0.3255124494
711	0.32540143
712	0.3252981945
713	0.3251333806
714	0.325082509
715	0.3250654808
716	0.324988043
717	0.3249287344
718	0.3248480182
719	0.3248153669
720	0.3247017956
721	0.3246730889
722	0.3246490656
723	0.3245942657
724	0.3244836814
725	0.3244015698
726	0.3243401383
727	0.3242132745
728	0.3241391363
729	0.3240328764
730	0.3239213747
731	0.3238797086
732	0.3237238475
733	0.3236744495
734	0.3235908068
735	0.3235282427
736	0.3234409562
737	0.3233330874
738	0.3232109038
739	0.323154156
740	0.3231175848
741	0.3230300921
742	0.322965075
743	0.3228783575
744	0.3227297397
745	0.322624647
746	0.3225212434
747	0.3224109117
748	0.322256619
749	0.3222177933
750	0.3220989063
751	0.3220162489
752	0.3219380255
753	0.3218750478
754	0.3218352524
755	0.3217374796
756	0.3216081844
757	0.3214599472
758	0.3213765191
759	0.3213167438
760	0.321265108
761	0.321166758
762	0.3211332746
763	0.3210322237
764	0.320928998
765	0.3208291468
766	0.3207557745
767	0.3206436288
768	0.3205706917
769	0.3204102436
770	0.32029396
771	0.3201954785
772	0.3201393713
773	0.3200552792
774	0.319941013
775	0.3198702393
776	0.3197908901
777	0.3196803616
778	0.3196335624
779	0.3195282331
780	0.3194459194
781	0.3193891651
782	0.3192415745
783	0.3191486268
784	0.3190509371
785	0.3189335117
786	0.3187780459
787	0.3187516021
788	0.3186935979
789	0.3186048226
790	0.3185198194
791	0.3184185649
792	0.3183378213
793	0.3182381843
794	0.3181834083
795	0.3180641173
796	0.3180012115
797	0.3179369859
798	0.3178438369
799	0.3177351475
800	0.3176884158
801	0.3175796987
802	0.3174387765
803	0.3173263306
804	0.3172281078
805	0.3171457835
806	0.3170244142
807	0.3168685723
808	0.3167708994
809	0.3166363817
810	0.3165351539
811	0.3164901377
812	0.3163912737
813	0.3163379298
814	0.3162314259
815	0.3161096185
816	0.3159763013
817	0.3158902709
818	0.3157967609
819	0.3157441744
820	0.3156135587
821	0.3155518411
822	0.315465762
823	0.3153637858
824	0.315274078
825	0.3152009113
826	0.3151137818
827	0.3150005671
828	0.3149065539
829	0.3148072814
830	0.3147331179
831	0.3146454718
832	0.314613926
833	0.3145063069
834	0.3143750332
835	0.3143357581
836	0.3142784233
837	0.3141899262
838	0.3140566249
839	0.3139304548
840	0.3138179415
841	0.3137678891
842	0.3137278851
843	0.3135628997
844	0.3135154339
845	0.3134664265
846	0.3134005665
847	0.3133221325
848	0.313231639
849	0.3131275569
850	0.3130292286
851	0.3129544579
852	0.31284245
853	0.3127182677
854	0.312696611
855	0.3126086046
856	0.3125250134
857	0.3124379492
858	0.3123404461
859	0.3122378664
860	0.312161457
861	0.3120909463
862	0.3120006257
863	0.3119057878
864	0.3118608304
865	0.3117405365
866	0.3116402693
867	0.3115567015
868	0.3114042434
869	0.3113739495
870	0.3113021009
871	0.3112376216
872	0.3110951641
873	0.3109996738
874	0.3108551078
875	0.3108104964
876	0.3106865334
877	0.3105993121
878	0.310465927
879	0.3104053712
880	0.3103278257
881	0.3102633546
882	0.3101882359
883	0.310137209
884	0.3099977077
885	0.3098568939
886	0.3097875969
887	0.3096970999
888	0.3095636809
889	0.3094736395
890	0.3094240443
891	0.3093741603
892	0.3092350723
893	0.3091845696
894	0.3090765055
895	0.3090091023
896	0.3089071083
897	0.3088458625
898	0.3087567568
899	0.3086726051
900	0.3086024153
901	0.3085289773
902	0.3084815062
903	0.3083588378
904	0.3082187066
905	0.3081271332
906	0.3080564084
907	0.3079935016
908	0.3078846576
909	0.3077328612
910	0.3075913684
911	0.3075067534
912	0.3074547932
913	0.3073413855
914	0.3072664826
915	0.3071711432
916	0.3070380822
917	0.3069227602
918	0.3068043154
919	0.306752492
920	0.306652688
921	0.3066001193
922	0.3065473013
923	0.3064528228
924	0.3064039222
925	0.3063189621
926	0.3062721325
927	0.3061507958
928	0.3060693512
929	0.3060420809
930	0.3059821497
931	0.3058900856
932	0.3058076407
933	0.3057366907
934	0.305663879
935	0.305603178
936	0.3054479069
937	0.3053696844
938	0.3052760784
939	0.3051612834
940	0.3051280653
941	0.3050411811
942	0.304936497
943	0.304823731
944	0.3046854054
945	0.3045885934
946	0.3045367322
947	0.3045004626
948	0.304418094
949	0.3043600176
950	0.3042934548
951	0.3042488802
952	0.3042055469
953	0.3041047654
954	0.3039897061
955	0.3038989121
956	0.30378994
957	0.3037083846
958	0.3036594754
959	0.3035881371
960	0.3035080401
961	0.3034644212
962	0.303393013
963	0.3033469156
964	0.3032718513
965	0.3031653399
966	0.3030806024
967	0.3029392997
968	0.3028773402
969	0.3028357108
970	0.3027372691
971	0.30268956
972	0.302638269
973	0.3025576966
974	0.302412474
975	0.3022810213
976	0.3022547103
977	0.3021488427
978	0.3020820049
979	0.3020188039
980	0.3019436851
981	0.3018634057
982	0.3018026301
983	0.3017178962
984	0.301634557
985	0.30152309
986	0.3014300424
987	0.3013328598
988	0.3013114864
989	0.3012659896
990	0.3012063603
991	0.3011516676
992	0.3010159552
993	0.3009710766
994	0.3008471246
995	0.3008009857
996	0.3007042608
997	0.3006220648
998	0.3005074149
999	0.3004128888
